MoveNum,ProcessID,SourceMachine,DestMachine,OriginalMachine,Service,MoveCost,Requirements,Improvement,Timestamp,SolutionId
12067,517,23,71,17,510,1,"[130558,222572,1488,32074]",19.9327,1752530054002,101
12068,517,71,17,17,510,1,"[130558,222572,1488,32074]",19.9327,1752530054002,101
12069,839,37,0,37,826,1,"[99957,73774,52467,219421]",19.9327,1752530054002,101
12070,839,0,34,37,826,1,"[99957,73774,52467,219421]",19.8454,1752530054002,101
12071,839,34,71,37,826,1,"[99957,73774,52467,219421]",19.8454,1752530054002,101
12072,839,71,0,37,826,1,"[99957,73774,52467,219421]",19.8454,1752530054002,101
12073,839,0,37,37,826,1,"[99957,73774,52467,219421]",19.8454,1752530054002,101
12074,734,53,0,53,9,1,"[49014,78478,35552,216971]",19.9327,1752530054002,101
12075,734,0,34,53,9,1,"[49014,78478,35552,216971]",19.6083,1752530054002,101
12076,734,34,71,53,9,1,"[49014,78478,35552,216971]",19.6082,1752530054002,101
12077,734,71,26,53,9,1,"[49014,78478,35552,216971]",19.6082,1752530054002,101
12078,734,26,42,53,9,1,"[49014,78478,35552,216971]",19.6083,1752530054002,101
12079,734,42,0,53,9,1,"[49014,78478,35552,216971]",19.6082,1752530054002,101
12080,734,0,53,53,9,1,"[49014,78478,35552,216971]",19.6083,1752530054003,101
12081,983,48,71,48,964,1,"[70653,68541,5248,301654]",19.9327,1752530054003,101
12082,983,71,48,48,964,1,"[70653,68541,5248,301654]",19.8641,1752530054003,101
12083,176,9,0,5,179,1,"[36255,36799,14989,278146]",19.9327,1752530054003,101
12084,176,0,34,5,179,1,"[36255,36799,14989,278146]",19.8600,1752530054003,101
12085,176,34,71,5,179,1,"[36255,36799,14989,278146]",19.8600,1752530054003,101
12086,176,71,34,5,179,1,"[36255,36799,14989,278146]",19.8600,1752530054003,101
12087,176,34,9,5,179,1,"[36255,36799,14989,278146]",19.8600,1752530054003,101
12088,995,55,71,55,975,1,"[183223,353310,36800,251322]",19.9327,1752530054003,101
12089,995,71,55,55,975,1,"[183223,353310,36800,251322]",19.7651,1752530054003,101
12090,39,48,0,48,47,1,"[130066,78360,8168,136510]",19.9327,1752530054003,101
12091,39,0,34,48,47,1,"[130066,78360,8168,136510]",19.9327,1752530054003,101
12092,39,34,71,48,47,1,"[130066,78360,8168,136510]",19.9327,1752530054003,101
12093,39,71,80,48,47,1,"[130066,78360,8168,136510]",19.9327,1752530054003,101
12094,39,80,34,48,47,1,"[130066,78360,8168,136510]",19.9327,1752530054003,101
12095,39,34,48,48,47,1,"[130066,78360,8168,136510]",19.9327,1752530054003,101
12096,967,47,8,47,949,1,"[34779,18489,286667,11967]",19.9327,1752530054003,101
12097,967,8,40,47,949,1,"[34779,18489,286667,11967]",19.8712,1752530054003,101
12098,967,40,52,47,949,1,"[34779,18489,286667,11967]",19.8754,1752530054003,101
12099,967,52,16,47,949,1,"[34779,18489,286667,11967]",19.8713,1752530054003,101
12100,967,16,42,47,949,1,"[34779,18489,286667,11967]",19.8713,1752530054003,101
12101,967,42,40,47,949,1,"[34779,18489,286667,11967]",19.8712,1752530054003,101
12102,967,40,47,47,949,1,"[34779,18489,286667,11967]",19.8754,1752530054003,101
12103,835,49,71,49,822,1,"[167122,151954,1701,182923]",19.9327,1752530054003,101
12104,835,71,49,49,822,1,"[167122,151954,1701,182923]",19.6954,1752530054003,101
12105,829,70,0,70,816,1,"[110572,56461,18553,157531]",19.9327,1752530054003,101
12106,829,0,34,70,816,1,"[110572,56461,18553,157531]",19.8126,1752530054003,101
12107,829,34,71,70,816,1,"[110572,56461,18553,157531]",19.8126,1752530054003,101
12108,829,71,80,70,816,1,"[110572,56461,18553,157531]",19.8126,1752530054003,101
12109,829,80,34,70,816,1,"[110572,56461,18553,157531]",19.8126,1752530054003,101
12110,829,34,70,70,816,1,"[110572,56461,18553,157531]",19.8126,1752530054003,101
12111,179,27,0,27,182,1,"[98277,85963,7107,149653]",19.9327,1752530054003,101
12112,179,0,34,27,182,1,"[98277,85963,7107,149653]",19.6664,1752530054003,101
12113,179,34,71,27,182,1,"[98277,85963,7107,149653]",19.6664,1752530054003,101
12114,179,71,80,27,182,1,"[98277,85963,7107,149653]",19.6664,1752530054003,101
12115,179,80,0,27,182,1,"[98277,85963,7107,149653]",19.6664,1752530054003,101
12116,179,0,27,27,182,1,"[98277,85963,7107,149653]",19.6664,1752530054003,101
12117,332,38,0,38,331,1,"[131077,98858,4496,103365]",19.9327,1752530054003,101
12118,332,0,34,38,331,1,"[131077,98858,4496,103365]",19.7687,1752530054003,101
12119,332,34,71,38,331,1,"[131077,98858,4496,103365]",19.7687,1752530054003,101
12120,332,71,80,38,331,1,"[131077,98858,4496,103365]",19.7687,1752530054003,101
12121,332,80,23,38,331,1,"[131077,98858,4496,103365]",19.7687,1752530054003,101
12122,332,23,34,38,331,1,"[131077,98858,4496,103365]",19.7687,1752530054003,101
12123,332,34,38,38,331,1,"[131077,98858,4496,103365]",19.7687,1752530054003,101
12124,637,73,8,73,628,1,"[7185,8098,311676,7038]",19.9327,1752530054003,101
12125,637,8,40,73,628,1,"[7185,8098,311676,7038]",19.6891,1752530054003,101
12126,637,40,52,73,628,1,"[7185,8098,311676,7038]",19.6933,1752530054003,101
12127,637,52,16,73,628,1,"[7185,8098,311676,7038]",19.6891,1752530054003,101
12128,637,16,42,73,628,1,"[7185,8098,311676,7038]",19.6891,1752530054003,101
12129,637,42,40,73,628,1,"[7185,8098,311676,7038]",19.6891,1752530054003,101
12130,637,40,73,73,628,1,"[7185,8098,311676,7038]",19.6933,1752530054003,101
12131,899,37,34,37,884,1,"[58845,112668,47202,290234]",19.9327,1752530054003,101
12132,899,34,71,37,884,1,"[58845,112668,47202,290234]",19.7420,1752530054003,101
12133,899,71,34,37,884,1,"[58845,112668,47202,290234]",19.7420,1752530054003,101
12134,899,34,37,37,884,1,"[58845,112668,47202,290234]",19.7420,1752530054003,101
12135,717,27,40,27,708,1,"[32673,20775,399118,23013]",19.9327,1752530054003,101
12136,717,40,52,27,708,1,"[32673,20775,399118,23013]",19.7084,1752530054003,101
12137,717,52,42,27,708,1,"[32673,20775,399118,23013]",19.7042,1752530054003,101
12138,717,42,40,27,708,1,"[32673,20775,399118,23013]",19.7042,1752530054003,101
12139,717,40,27,27,708,1,"[32673,20775,399118,23013]",19.7084,1752530054003,101
12140,435,57,54,57,4,1,"[166522,129480,3175,25970]",19.9327,1752530054003,101
12141,435,54,71,57,4,1,"[166522,129480,3175,25970]",19.8118,1752530054003,101
12142,435,71,80,57,4,1,"[166522,129480,3175,25970]",19.8118,1752530054003,101
12143,435,80,96,57,4,1,"[166522,129480,3175,25970]",19.8118,1752530054003,101
12144,435,96,23,57,4,1,"[166522,129480,3175,25970]",19.8118,1752530054004,101
12145,435,23,54,57,4,1,"[166522,129480,3175,25970]",19.8118,1752530054004,101
12146,435,54,57,57,4,1,"[166522,129480,3175,25970]",19.8118,1752530054004,101
12147,528,63,0,63,521,1,"[167911,101438,2432,155432]",19.9327,1752530054004,101
12148,528,0,34,63,521,1,"[167911,101438,2432,155432]",19.8241,1752530054004,101
12149,528,34,71,63,521,1,"[167911,101438,2432,155432]",19.8241,1752530054004,101
12150,528,71,80,63,521,1,"[167911,101438,2432,155432]",19.8241,1752530054004,101
12151,528,80,0,63,521,1,"[167911,101438,2432,155432]",19.8241,1752530054004,101
12152,528,0,63,63,521,1,"[167911,101438,2432,155432]",19.8241,1752530054004,101
12153,861,42,71,42,848,1,"[60618,84912,3230,315978]",19.9327,1752530054004,101
12154,861,71,42,42,848,1,"[60618,84912,3230,315978]",19.9327,1752530054004,101
12155,108,81,71,81,113,1,"[121963,139424,53759,57423]",19.9327,1752530054004,101
12156,108,71,80,81,113,1,"[121963,139424,53759,57423]",19.9327,1752530054004,101
12157,108,80,71,81,113,1,"[121963,139424,53759,57423]",19.9327,1752530054004,101
12158,108,71,81,81,113,1,"[121963,139424,53759,57423]",19.9327,1752530054004,101
12159,215,44,0,44,218,1,"[61542,38584,118368,214007]",19.9327,1752530054004,101
12160,215,0,34,44,218,1,"[61542,38584,118368,214007]",19.7302,1752530054004,101
12161,215,34,0,44,218,1,"[61542,38584,118368,214007]",19.7301,1752530054004,101
12162,215,0,44,44,218,1,"[61542,38584,118368,214007]",19.7302,1752530054004,101
12163,57,44,8,44,64,1,"[38346,22985,241537,13037]",19.9327,1752530054004,101
12164,57,8,40,44,64,1,"[38346,22985,241537,13037]",19.7888,1752530054004,101
12165,57,40,52,44,64,1,"[38346,22985,241537,13037]",19.7929,1752530054004,101
12166,57,52,16,44,64,1,"[38346,22985,241537,13037]",19.7888,1752530054004,101
12167,57,16,42,44,64,1,"[38346,22985,241537,13037]",19.7888,1752530054004,101
12168,57,42,40,44,64,1,"[38346,22985,241537,13037]",19.7888,1752530054004,101
12169,57,40,44,44,64,1,"[38346,22985,241537,13037]",19.7929,1752530054004,101
12170,598,48,0,48,589,1,"[33489,35527,24413,222108]",19.9327,1752530054004,101
12171,598,0,34,48,589,1,"[33489,35527,24413,222108]",19.9327,1752530054004,101
12172,598,34,71,48,589,1,"[33489,35527,24413,222108]",19.9327,1752530054004,101
12173,598,71,26,48,589,1,"[33489,35527,24413,222108]",19.9327,1752530054004,101
12174,598,26,42,48,589,1,"[33489,35527,24413,222108]",19.9327,1752530054004,101
12175,598,42,48,48,589,1,"[33489,35527,24413,222108]",19.9327,1752530054004,101
12176,49,7,0,7,56,1,"[63393,48521,184912,15508]",19.9327,1752530054004,101
12177,49,0,40,7,56,1,"[63393,48521,184912,15508]",19.8467,1752530054004,101
12178,49,40,52,7,56,1,"[63393,48521,184912,15508]",19.8508,1752530054004,101
12179,49,52,16,7,56,1,"[63393,48521,184912,15508]",19.8467,1752530054004,101
12180,49,16,40,7,56,1,"[63393,48521,184912,15508]",19.8467,1752530054004,101
12181,49,40,7,7,56,1,"[63393,48521,184912,15508]",19.8508,1752530054004,101
12182,66,15,34,80,72,1,"[133369,124208,31543,22430]",19.9327,1752530054004,101
12183,66,34,40,80,72,1,"[133369,124208,31543,22430]",19.8585,1752530054004,101
12184,66,40,54,80,72,1,"[133369,124208,31543,22430]",19.8626,1752530054004,101
12185,66,54,71,80,72,1,"[133369,124208,31543,22430]",19.8585,1752530054004,101
12186,66,71,40,80,72,1,"[133369,124208,31543,22430]",19.8585,1752530054004,101
12187,66,40,15,80,72,1,"[133369,124208,31543,22430]",19.8626,1752530054004,101
12188,964,61,71,61,947,1,"[118672,162125,9696,355446]",19.9327,1752530054004,101
12189,964,71,61,61,947,1,"[118672,162125,9696,355446]",19.5874,1752530054004,101
12190,341,58,71,58,340,1,"[128053,93163,10692,316969]",19.9327,1752530054004,101
12191,341,71,58,58,340,1,"[128053,93163,10692,316969]",19.7062,1752530054004,101
12192,366,40,8,40,363,1,"[1176,2130,302331,4559]",19.9327,1752530054004,101
12193,366,8,52,40,363,1,"[1176,2130,302331,4559]",19.8324,1752530054004,101
12194,366,52,16,40,363,1,"[1176,2130,302331,4559]",19.8324,1752530054004,101
12195,366,16,42,40,363,1,"[1176,2130,302331,4559]",19.8324,1752530054004,101
12196,366,42,8,40,363,1,"[1176,2130,302331,4559]",19.8324,1752530054004,101
12197,366,8,40,40,363,1,"[1176,2130,302331,4559]",19.8324,1752530054004,101
12198,670,39,54,39,661,1,"[163468,182523,5840,24565]",19.9327,1752530054004,101
12199,670,54,71,39,661,1,"[163468,182523,5840,24565]",19.8631,1752530054004,101
12200,670,71,96,39,661,1,"[163468,182523,5840,24565]",19.8631,1752530054004,101
12201,670,96,23,39,661,1,"[163468,182523,5840,24565]",19.8631,1752530054004,101
12202,670,23,96,39,661,1,"[163468,182523,5840,24565]",19.8631,1752530054004,101
12203,670,96,39,39,661,1,"[163468,182523,5840,24565]",19.8631,1752530054004,101
12204,64,58,71,58,70,1,"[135646,166901,2539,204220]",19.9327,1752530054004,101
12205,64,71,58,58,70,1,"[135646,166901,2539,204220]",19.7358,1752530054004,101
12206,993,75,0,75,973,1,"[83673,98505,3459,109574]",19.9327,1752530054004,101
12207,993,0,34,75,973,1,"[83673,98505,3459,109574]",19.7578,1752530054004,101
12208,993,34,71,75,973,1,"[83673,98505,3459,109574]",19.7579,1752530054004,101
12209,993,71,23,75,973,1,"[83673,98505,3459,109574]",19.7579,1752530054004,101
12210,993,23,34,75,973,1,"[83673,98505,3459,109574]",19.7578,1752530054004,101
12211,993,34,75,75,973,1,"[83673,98505,3459,109574]",19.7579,1752530054004,101
12212,347,1,8,1,345,1,"[33834,60766,337746,15771]",19.9327,1752530054004,101
12213,347,8,40,1,345,1,"[33834,60766,337746,15771]",19.7885,1752530054004,101
12214,347,40,52,1,345,1,"[33834,60766,337746,15771]",19.7926,1752530054004,101
12215,347,52,16,1,345,1,"[33834,60766,337746,15771]",19.7885,1752530054004,101
12216,347,16,42,1,345,1,"[33834,60766,337746,15771]",19.7885,1752530054004,101
12217,347,42,40,1,345,1,"[33834,60766,337746,15771]",19.7885,1752530054004,101
12218,347,40,1,1,345,1,"[33834,60766,337746,15771]",19.7926,1752530054004,101
12219,178,88,34,64,181,1,"[126766,122693,5419,36597]",19.9327,1752530054004,101
12220,178,34,71,64,181,1,"[126766,122693,5419,36597]",19.8247,1752530054004,101
12221,178,71,96,64,181,1,"[126766,122693,5419,36597]",19.8247,1752530054004,101
12222,178,96,23,64,181,1,"[126766,122693,5419,36597]",19.8247,1752530054004,101
12223,178,23,34,64,181,1,"[126766,122693,5419,36597]",19.8247,1752530054004,101
12224,178,34,88,64,181,1,"[126766,122693,5419,36597]",19.8247,1752530054004,101
12225,773,96,0,96,6,1,"[132199,74523,5556,69013]",19.9327,1752530054004,101
12226,773,0,34,96,6,1,"[132199,74523,5556,69013]",19.7582,1752530054004,101
12227,773,34,71,96,6,1,"[132199,74523,5556,69013]",19.7582,1752530054004,101
12228,773,71,23,96,6,1,"[132199,74523,5556,69013]",19.7582,1752530054004,101
12229,773,23,34,96,6,1,"[132199,74523,5556,69013]",19.7582,1752530054004,101
12230,773,34,96,96,6,1,"[132199,74523,5556,69013]",19.7582,1752530054004,101
12231,338,89,40,89,337,1,"[8931,6738,403513,19320]",19.9327,1752530054005,101
12232,338,40,52,89,337,1,"[8931,6738,403513,19320]",19.7885,1752530054005,101
12233,338,52,42,89,337,1,"[8931,6738,403513,19320]",19.7844,1752530054005,101
12234,338,42,40,89,337,1,"[8931,6738,403513,19320]",19.7844,1752530054005,101
12235,338,40,89,89,337,1,"[8931,6738,403513,19320]",19.7885,1752530054005,101
12236,229,82,0,82,232,1,"[137137,92107,15219,33530]",19.9327,1752530054005,101
12237,229,0,34,82,232,1,"[137137,92107,15219,33530]",19.7651,1752530054005,101
12238,229,34,54,82,232,1,"[137137,92107,15219,33530]",19.7651,1752530054005,101
12239,229,54,71,82,232,1,"[137137,92107,15219,33530]",19.7651,1752530054005,101
12240,229,71,96,82,232,1,"[137137,92107,15219,33530]",19.7651,1752530054005,101
12241,229,96,0,82,232,1,"[137137,92107,15219,33530]",19.7651,1752530054005,101
12242,229,0,82,82,232,1,"[137137,92107,15219,33530]",19.7651,1752530054005,101
12243,330,78,40,78,329,1,"[5505,3988,380374,24931]",19.9327,1752530054005,101
12244,330,40,52,78,329,1,"[5505,3988,380374,24931]",19.7288,1752530054005,101
12245,330,52,42,78,329,1,"[5505,3988,380374,24931]",19.7247,1752530054005,101
12246,330,42,40,78,329,1,"[5505,3988,380374,24931]",19.7247,1752530054005,101
12247,330,40,78,78,329,1,"[5505,3988,380374,24931]",19.7288,1752530054005,101
12248,27,43,71,43,36,1,"[131383,233140,2898,163793]",19.9327,1752530054005,101
12249,27,71,43,43,36,1,"[131383,233140,2898,163793]",19.6926,1752530054005,101
12250,289,68,0,32,292,1,"[38811,48312,7569,181650]",19.9327,1752530054005,101
12251,289,0,34,32,292,1,"[38811,48312,7569,181650]",19.7726,1752530054005,101
12252,289,34,71,32,292,1,"[38811,48312,7569,181650]",19.7726,1752530054005,101
12253,289,71,26,32,292,1,"[38811,48312,7569,181650]",19.7726,1752530054005,101
12254,289,26,42,32,292,1,"[38811,48312,7569,181650]",19.7726,1752530054005,101
12255,289,42,0,32,292,1,"[38811,48312,7569,181650]",19.7726,1752530054005,101
12256,289,0,68,32,292,1,"[38811,48312,7569,181650]",19.7726,1752530054005,101
12257,314,20,34,20,315,1,"[156511,113791,10151,57475]",19.9327,1752530054005,101
12258,314,34,71,20,315,1,"[156511,113791,10151,57475]",19.8736,1752530054005,101
12259,314,71,34,20,315,1,"[156511,113791,10151,57475]",19.8736,1752530054005,101
12260,314,34,20,20,315,1,"[156511,113791,10151,57475]",19.8736,1752530054005,101
12261,405,43,71,43,401,1,"[130801,230446,1756,175055]",19.9327,1752530054005,101
12262,405,71,43,43,401,1,"[130801,230446,1756,175055]",19.6851,1752530054005,101
12263,51,56,8,56,58,1,"[10839,8539,249307,5551]",19.9327,1752530054005,101
12264,51,8,40,56,58,1,"[10839,8539,249307,5551]",19.8301,1752530054005,101
12265,51,40,46,56,58,1,"[10839,8539,249307,5551]",19.8342,1752530054005,101
12266,51,46,52,56,58,1,"[10839,8539,249307,5551]",19.8483,1752530054005,101
12267,51,52,16,56,58,1,"[10839,8539,249307,5551]",19.8301,1752530054005,101
12268,51,16,42,56,58,1,"[10839,8539,249307,5551]",19.8301,1752530054005,101
12269,51,42,46,56,58,1,"[10839,8539,249307,5551]",19.8301,1752530054005,101
12270,51,46,56,56,58,1,"[10839,8539,249307,5551]",19.8483,1752530054005,101
12271,203,62,40,62,206,1,"[31467,23708,442415,5164]",19.9327,1752530054005,101
12272,203,40,62,62,206,1,"[31467,23708,442415,5164]",19.5649,1752530054005,101
12273,665,5,0,5,656,1,"[15108,28424,135950,93251]",19.9327,1752530054005,101
12274,665,0,8,5,656,1,"[15108,28424,135950,93251]",19.8046,1752530054005,101
12275,665,8,34,5,656,1,"[15108,28424,135950,93251]",19.8047,1752530054005,101
12276,665,34,93,5,656,1,"[15108,28424,135950,93251]",19.8046,1752530054005,101
12277,665,93,42,5,656,1,"[15108,28424,135950,93251]",19.8425,1752530054005,101
12278,665,42,93,5,656,1,"[15108,28424,135950,93251]",19.8047,1752530054005,101
12279,665,93,5,5,656,1,"[15108,28424,135950,93251]",19.8425,1752530054005,101
12280,703,20,0,20,694,1,"[147793,84181,53003,89239]",19.9327,1752530054005,101
12281,703,0,34,20,694,1,"[147793,84181,53003,89239]",19.8369,1752530054005,101
12282,703,34,71,20,694,1,"[147793,84181,53003,89239]",19.8369,1752530054005,101
12283,703,71,34,20,694,1,"[147793,84181,53003,89239]",19.8369,1752530054005,101
12284,703,34,20,20,694,1,"[147793,84181,53003,89239]",19.8369,1752530054005,101
12285,842,27,40,27,829,1,"[3921,5374,399784,6077]",19.9327,1752530054005,101
12286,842,40,52,27,829,1,"[3921,5374,399784,6077]",19.7382,1752530054005,101
12287,842,52,42,27,829,1,"[3921,5374,399784,6077]",19.7341,1752530054005,101
12288,842,42,40,27,829,1,"[3921,5374,399784,6077]",19.7341,1752530054005,101
12289,842,40,27,27,829,1,"[3921,5374,399784,6077]",19.7382,1752530054005,101
12290,5,69,23,69,14,1,"[236339,223852,3394,43739]",19.9327,1752530054005,101
12291,5,23,69,69,14,1,"[236339,223852,3394,43739]",19.7101,1752530054005,101
12292,625,87,52,87,616,1,"[96777,139234,3883,60065]",19.9327,1752530054005,101
12293,625,52,71,87,616,1,"[96777,139234,3883,60065]",19.8344,1752530054005,101
12294,625,71,23,87,616,1,"[96777,139234,3883,60065]",19.8344,1752530054005,101
12295,625,23,52,87,616,1,"[96777,139234,3883,60065]",19.8344,1752530054005,101
12296,625,52,87,87,616,1,"[96777,139234,3883,60065]",19.8344,1752530054005,101
12297,60,68,8,68,67,1,"[34068,22428,248140,36917]",19.9327,1752530054005,101
12298,60,8,52,68,67,1,"[34068,22428,248140,36917]",19.9134,1752530054005,101
12299,60,52,42,68,67,1,"[34068,22428,248140,36917]",19.9134,1752530054005,101
12300,60,42,8,68,67,1,"[34068,22428,248140,36917]",19.9134,1752530054005,101
12301,60,8,68,68,67,1,"[34068,22428,248140,36917]",19.9134,1752530054005,101
12302,392,54,0,73,388,1,"[9555,18823,190622,47656]",19.9327,1752530054005,101
12303,392,0,8,73,388,1,"[9555,18823,190622,47656]",19.7789,1752530054005,101
12304,392,8,52,73,388,1,"[9555,18823,190622,47656]",19.7789,1752530054005,101
12305,392,52,42,73,388,1,"[9555,18823,190622,47656]",19.7789,1752530054005,101
12306,392,42,0,73,388,1,"[9555,18823,190622,47656]",19.7789,1752530054005,101
12307,392,0,54,73,388,1,"[9555,18823,190622,47656]",19.7789,1752530054005,101
12308,393,34,52,34,389,1,"[86778,131345,17315,29804]",19.9327,1752530054005,101
12309,393,52,54,34,389,1,"[86778,131345,17315,29804]",19.9314,1752530054005,101
12310,393,54,71,34,389,1,"[86778,131345,17315,29804]",19.9314,1752530054005,101
12311,393,71,96,34,389,1,"[86778,131345,17315,29804]",19.9314,1752530054005,101
12312,393,96,71,34,389,1,"[86778,131345,17315,29804]",19.9314,1752530054005,101
12313,393,71,34,34,389,1,"[86778,131345,17315,29804]",19.9314,1752530054005,101
12314,74,46,0,77,80,1,"[21684,14713,160779,66577]",19.9327,1752530054005,101
12315,74,0,8,77,80,1,"[21684,14713,160779,66577]",19.8984,1752530054005,101
12316,74,8,52,77,80,1,"[21684,14713,160779,66577]",19.8984,1752530054006,101
12317,74,52,77,77,80,1,"[21684,14713,160779,66577]",19.8984,1752530054006,101
12318,74,77,42,77,80,1,"[21684,14713,160779,66577]",19.8984,1752530054006,101
12319,74,42,77,77,80,1,"[21684,14713,160779,66577]",19.8984,1752530054006,101
12320,74,77,46,77,80,1,"[21684,14713,160779,66577]",19.8984,1752530054006,101
12321,989,70,8,56,969,1,"[2319,3744,275130,510]",19.9327,1752530054006,101
12322,989,8,40,56,969,1,"[2319,3744,275130,510]",19.6729,1752530054006,101
12323,989,40,52,56,969,1,"[2319,3744,275130,510]",19.6734,1752530054006,101
12324,989,52,16,56,969,1,"[2319,3744,275130,510]",19.6729,1752530054006,101
12325,989,16,42,56,969,1,"[2319,3744,275130,510]",19.6729,1752530054006,101
12326,989,42,40,56,969,1,"[2319,3744,275130,510]",19.6729,1752530054006,101
12327,989,40,70,56,969,1,"[2319,3744,275130,510]",19.6734,1752530054006,101
12328,374,92,0,92,371,1,"[52386,62464,11615,129651]",19.9327,1752530054006,101
12329,374,0,34,92,371,1,"[52386,62464,11615,129651]",19.9327,1752530054006,101
12330,374,34,71,92,371,1,"[52386,62464,11615,129651]",19.9327,1752530054006,101
12331,374,71,93,92,371,1,"[52386,62464,11615,129651]",19.9327,1752530054006,101
12332,374,93,26,92,371,1,"[52386,62464,11615,129651]",19.9437,1752530054006,101
12333,374,26,93,92,371,1,"[52386,62464,11615,129651]",19.9327,1752530054006,101
12334,351,64,0,64,349,1,"[60360,63505,2968,129093]",19.9437,1752530054006,102
12335,351,0,34,64,349,1,"[60360,63505,2968,129093]",19.9133,1752530054006,102
12336,351,34,71,64,349,1,"[60360,63505,2968,129093]",19.9133,1752530054006,102
12337,351,71,26,64,349,1,"[60360,63505,2968,129093]",19.9133,1752530054006,102
12338,351,26,34,64,349,1,"[60360,63505,2968,129093]",19.9133,1752530054006,102
12339,351,34,64,64,349,1,"[60360,63505,2968,129093]",19.9133,1752530054006,102
12340,79,52,71,52,85,1,"[205178,167588,3826,116995]",19.9437,1752530054006,102
12341,79,71,52,52,85,1,"[205178,167588,3826,116995]",19.6268,1752530054006,102
12342,378,63,0,63,375,1,"[88788,98925,6172,72038]",19.9437,1752530054006,102
12343,378,0,34,63,375,1,"[88788,98925,6172,72038]",19.9312,1752530054006,102
12344,378,34,52,63,375,1,"[88788,98925,6172,72038]",19.9312,1752530054006,102
12345,378,52,71,63,375,1,"[88788,98925,6172,72038]",19.9312,1752530054006,102
12346,378,71,23,63,375,1,"[88788,98925,6172,72038]",19.9312,1752530054006,102
12347,378,23,0,63,375,1,"[88788,98925,6172,72038]",19.9312,1752530054006,102
12348,378,0,63,63,375,1,"[88788,98925,6172,72038]",19.9312,1752530054006,102
12349,661,79,40,79,652,1,"[16368,18686,436329,5118]",19.9437,1752530054006,102
12350,661,40,79,79,652,1,"[16368,18686,436329,5118]",19.8852,1752530054006,102
12351,732,12,34,12,723,1,"[62616,113706,2696,73492]",19.9437,1752530054006,102
12352,732,34,52,12,723,1,"[62616,113706,2696,73492]",19.9436,1752530054006,102
12353,732,52,71,12,723,1,"[62616,113706,2696,73492]",19.9437,1752530054006,102
12354,732,71,23,12,723,1,"[62616,113706,2696,73492]",19.9436,1752530054006,102
12355,732,23,52,12,723,1,"[62616,113706,2696,73492]",19.9437,1752530054006,102
12356,732,52,12,12,723,1,"[62616,113706,2696,73492]",19.9437,1752530054006,102
12357,151,57,0,57,154,1,"[49587,57382,74788,70504]",19.9437,1752530054006,102
12358,151,0,34,57,154,1,"[49587,57382,74788,70504]",19.9329,1752530054006,102
12359,151,34,52,57,154,1,"[49587,57382,74788,70504]",19.9328,1752530054006,102
12360,151,52,71,57,154,1,"[49587,57382,74788,70504]",19.9329,1752530054006,102
12361,151,71,26,57,154,1,"[49587,57382,74788,70504]",19.9328,1752530054006,102
12362,151,26,42,57,154,1,"[49587,57382,74788,70504]",19.9329,1752530054006,102
12363,151,42,0,57,154,1,"[49587,57382,74788,70504]",19.9328,1752530054006,102
12364,151,0,57,57,154,1,"[49587,57382,74788,70504]",19.9329,1752530054006,102
12365,896,11,0,11,881,1,"[54645,101504,55752,95459]",19.9437,1752530054006,102
12366,896,0,34,11,881,1,"[54645,101504,55752,95459]",19.9436,1752530054006,102
12367,896,34,71,11,881,1,"[54645,101504,55752,95459]",19.9437,1752530054006,102
12368,896,71,34,11,881,1,"[54645,101504,55752,95459]",19.9437,1752530054006,102
12369,896,34,11,11,881,1,"[54645,101504,55752,95459]",19.9437,1752530054006,102
12370,745,53,40,53,735,1,"[9873,6156,366021,9400]",19.9437,1752530054006,102
12371,745,40,52,53,735,1,"[9873,6156,366021,9400]",19.8190,1752530054006,102
12372,745,52,42,53,735,1,"[9873,6156,366021,9400]",19.8148,1752530054006,102
12373,745,42,40,53,735,1,"[9873,6156,366021,9400]",19.8148,1752530054006,102
12374,745,40,53,53,735,1,"[9873,6156,366021,9400]",19.8190,1752530054006,102
12375,594,86,40,87,586,1,"[80496,150433,1741,16068]",19.9437,1752530054006,102
12376,594,40,54,87,586,1,"[80496,150433,1741,16068]",19.8784,1752530054006,102
12377,594,54,71,87,586,1,"[80496,150433,1741,16068]",19.8743,1752530054006,102
12378,594,71,96,87,586,1,"[80496,150433,1741,16068]",19.8743,1752530054006,102
12379,594,96,23,87,586,1,"[80496,150433,1741,16068]",19.8743,1752530054006,102
12380,594,23,40,87,586,1,"[80496,150433,1741,16068]",19.8743,1752530054006,102
12381,594,40,86,87,586,1,"[80496,150433,1741,16068]",19.8784,1752530054006,102
12382,410,29,0,25,406,1,"[54147,34686,8464,156099]",19.9437,1752530054006,102
12383,410,0,34,25,406,1,"[54147,34686,8464,156099]",19.8515,1752530054006,102
12384,410,34,71,25,406,1,"[54147,34686,8464,156099]",19.8515,1752530054006,102
12385,410,71,26,25,406,1,"[54147,34686,8464,156099]",19.8515,1752530054006,102
12386,410,26,0,25,406,1,"[54147,34686,8464,156099]",19.8515,1752530054006,102
12387,410,0,29,25,406,1,"[54147,34686,8464,156099]",19.8515,1752530054006,102
12388,812,25,0,25,800,1,"[70017,94443,6953,76884]",19.9437,1752530054006,102
12389,812,0,34,25,800,1,"[70017,94443,6953,76884]",19.8384,1752530054006,102
12390,812,34,71,25,800,1,"[70017,94443,6953,76884]",19.8384,1752530054006,102
